University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,Latitude,Longitude
Reporter,European University Cyprus,,"5,229",19.4,49%,58:42:00,,,,,,,35.1589,33.3383
Reporter,European University of Valencia,Spain,"2,169",8.8,50%,58:42:00,,,,,,,39.4791,-0.3588
Reporter,"Evangel University, Akaeze",Nigeria,987,5.7,0%,47:53:00,,,,,,,6.4105,7.8647
Reporter,Externado University of Colombia,Colombia,"12,370",13.0,1%,58:42:00,,,,,,,4.5954,-74.0686
Reporter,Falmouth University,United Kingdom,"4,800",17.8,14%,57:43:00,,,,,,,50.171,-5.1257
Reporter,Federal University Gashua,Nigeria,"1,091",3.3,0%,0.479166667,,,,,,,12.8758,11.012
Reporter,Federal University of Kashere,Nigeria,"10,121",21.4,0%,30 : 70,,,,,,,9.8771,11.0033
Reporter,Federal University of Lafia,Nigeria,"12,456",22.8,0%,40 : 60,,,,,,,8.4787,8.5572
Reporter,Federal University of Latin American Integration (UNILA),Brazil,"4,774",11.8,31%,50:50:00,,,,,,,-25.4648,-54.5727
Reporter,"Federal University of Petroleum Resources, Effurun",Nigeria,"7,313",39.7,0%,0.765972222,,,,,,,5.5743,5.8368
Reporter,"Federal University of Technology, Minna",Nigeria,"24,671",27.8,0%,25 : 75,,,,,,,9.5836,6.5463
Reporter,"Federal University of Technology, Owerri",Nigeria,"22,610",18.7,0%,31 : 69,,,,,,,5.3927,6.9861
Reporter,First Technical University,Nigeria,"2,442",29.1,0%,29 : 71,,,,,,,7.2393,3.8213
Reporter,Fountain University,Nigeria,"1,420",18.9,0%,59:41:00,,,,,,,7.7437,4.546
Reporter,University of Franca,Brazil,"50,760",160.6,0%,57:43:00,,,,,,,-20.5698,-47.4033
Reporter,Fukui Prefectural University,Japan,"1,772",10.9,1%,51:49:00,,,,,,,36.1092,136.2772
Reporter,Fundação Oswaldo Cruz,Brazil,"3,699",,%,,,,,,,,-22.8772,-43.2436
Reporter,Fundación Universitaria del Área Andina,Colombia,"40,193",35.9,0%,60:40:00,,,,,,,,
Reporter,Future University in Egypt,Egypt,"9,066",10.7,10%,43:57:00,,,,,,,30.0272,31.4917
Reporter,General Sir John Kotelawala Defence University,Sri Lanka,"5,136",21.0,2%,48:52:00,,,,,,,6.8177,79.8903
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,"2,046",20.5,0%,0.479166667,,,,,,,34.0691,72.6441
Reporter,GLA University,India,"9,680",17.2,0%,27 : 73,,,,,,,27.6057,77.5933
Reporter,Fergana Polytechnic Institute,Uzbekistan,"14,812",23.6,0%,0.888888889,,,,,,,40.422,71.7733
Reporter,Glasgow School of Art,United Kingdom,"2,240",16.0,44%,67:33:00,,,,,,,55.8661,-4.2637
Reporter,University of Gloucestershire,United Kingdom,"6,605",17.2,11%,60:40:00,,,,,,,,
Reporter,Government College Women University Faisalabad,Pakistan,"14,424",56.3,0%,100:00:00,,,,,,,31.4177,73.1196
Reporter,"Government College Women University, Sialkot",Pakistan,"7,023",34.8,0%,100:00:00,,,,,,,32.5028,74.5305
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,506,0.4,31%,29 : 71,,,,,,,,
Reporter,Greenwich University,Pakistan,"1,261",15.6,3%,35 : 65,,,,,,,51.483,-0.0064
Reporter,Gregory University Uturu,Nigeria,"2,025",7.3,0%,62:38:00,,,,,,,5.8521,7.4268
Reporter,Guildhall School of Music and Drama,United Kingdom,995,5.2,34%,50:50:00,,,,,,,51.5198,-0.0919
Reporter,Gulf College,Oman,"2,780",27.5,3%,40 : 60,,,,,,,23.6403,58.0921
Reporter,Harper Adams University,United Kingdom,"2,195",13.3,11%,58:42:00,,,,,,,,
Reporter,Hartpury University,United Kingdom,"1,655",23.6,10%,64:36:00,,,,,,,51.9068,-2.3062
Reporter,Hassiba Benbouali University of Chlef,Algeria,"30,121",22.3,1%,71:29:00,,,,,,,36.2253,1.2423
Reporter,Hawler Medical University,Iraq,"4,152",7.2,1%,63:37:00,,,,,,,36.1589,44.0137
Reporter,University of Health and Allied Sciences,Ghana,"6,445",23.5,0%,62:38:00,,,,,,,,
Reporter,"University of Health Sciences, Turkey",Turkey,"21,322",9.0,5%,34 : 66,,,,,,,41.0045,29.0213
Reporter,University of the Highlands and Islands,United Kingdom,"7,200",130.9,12%,61:39:00,,,,,,,57.471,-4.2306
Reporter,Hindustan Institute of Technology and Science,India,"6,033",12.1,1%,36 : 64,,,,,,,12.801,80.2241
Reporter,Hiroshima Shudo University,Japan,"4,776",16.6,0%,39 : 61,,,,,,,34.4337,132.404
Reporter,Hiroshima Institute of Technology,Japan,"4,628",25.4,0%,0.479166667,,,,,,,34.3708,132.344
Reporter,Hitotsubashi University,Japan,"6,212",17.0,15%,32 : 68,,,,,,,35.6944,139.4455
Reporter,Huachiew Chalermprakiet University,Thailand,"7,297",16.0,7%,79:21:00,,,,,,,13.6134,100.7575
Reporter,University of Human Development,Iraq,"2,583",17.1,3%,49:51:00,,,,,,,35.5292,45.4967
Reporter,Hyogo University of Teacher Education,Japan,"1,161",8.0,2%,68:32:00,,,,,,,34.9122,135.015
Reporter,IFHE Hyderabad,India,"6,931",20.3,0%,39 : 61,,,,,,,17.4034,78.4831
Reporter,Ignatius Ajuru University of Education,Nigeria,"29,785",75.2,0%,49:51:00,,,,,,,,
Reporter,Ilma University,Pakistan,"4,107",22.4,0%,0.929861111,,,,,,,24.8085,67.1211
Reporter,IMT Mines Alès,France,"1,425",12.8,15%,31 : 69,,,,,,,44.1327,4.0896
Reporter,Indira Gandhi Delhi Technical University for Women,India,"3,673",53.2,0%,100:00:00,,,,,,,28.6655,77.232
Reporter,Institute of Cancer Research,United Kingdom,195,2.8,33%,62:38:00,,,,,,,51.3441,-0.1892
Reporter,International Christian University,Japan,"2,913",12.6,11%,61:39:00,,,,,,,35.6875,139.5296
Reporter,International University of Rabat,Morocco,"5,830",33.3,2%,51:49:00,,,,,,,33.9838,-6.7258
Reporter,Ionian University,Greece,"8,169",41.9,3%,53:47:00,,,,,,,39.6232,19.915
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,"3,173",12.8,4%,71:29:00,,,,,,,44.4359,26.0997
Reporter,Islamia College Peshawar,Pakistan,"6,732",25.5,3%,27 : 73,,,,,,,34.0,71.4757
Reporter,The Islamic University,Iraq,"4,152",9.1,2%,70:30:00,,,,,,,,
Reporter,Islamic University of Gaza,Palestine,"17,058",47.0,1%,60:40:00,,,,,,,31.5148,34.44
Reporter,Islamic University of Madinah,Saudi Arabia,"11,703",7.7,75%,0.233333333,,,,,,,24.4807,39.5654
Reporter,Isra University,Jordan,"4,864",19.6,18%,54:46:00,,,,,,,25.4345,68.38
Reporter,Israel Technological University,Ecuador,"3,070",34.9,1%,42:58:00,,,,,,,,
Reporter,Istanbul Aydın University,Turkey,"27,826",27.9,13%,51:49:00,,,,,,,40.9905,28.7972
Reporter,Istanbul Gelişim University,Turkey,"18,774",23.4,15%,46:54:00,,,,,,,40.998,28.699
Reporter,IUBAT – International University of Business Agriculture and Technology,Bangladesh,"6,435",22.1,1%,30 : 70,,,,,,,,
Reporter,Universita IULM,,"7,841",15.9,7%,72:28:00,,,,,,,45.443,9.1652
Reporter,Jabir ibn Hayyan Medical University,Iraq,"1,532",16.1,0%,58:42:00,,,,,,,,
Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,"1,218",7.8,42%,1.011805556,,,,,,,,
Reporter,Jashore University of Science and Technology,Bangladesh,"4,741",20.1,0%,30 : 70,,,,,,,23.2334,89.1254
Reporter,Jerash Private University,Jordan,"3,362",18.0,31%,38 : 62,,,,,,,32.2521,35.8978
Reporter,University of Jijel,Algeria,"21,228",20.2,0%,63:37:00,,,,,,,36.8013,5.7517
Reporter,University of Jos,Nigeria,"37,885",23.4,0%,45:55:00,,,,,,,9.9487,8.8911
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,Ukraine,"2,944",7.8,0%,64:36:00,,,,,,,,
Reporter,Kampala International University,Uganda,"23,800",7.0,30%,45:55:00,,,,,,,0.2944,32.604
Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,"5,076",13.3,1%,59:41:00,,,,,,,,
Reporter,Karshi State University,Uzbekistan,"13,909",21.0,0%,63:37:00,,,,,,,38.8552,65.8103
Reporter,Kastamonu University,Turkey,"17,597",41.0,15%,45:55:00,,,,,,,,
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,"13,479",12.6,2%,61:39:00,,,,,,,,
Reporter,University of Kelaniya,Sri Lanka,"17,082",17.1,3%,65:35:00,,,,,,,6.9754,79.9156
Reporter,University of Kerbala,Iraq,"20,327",16.5,0%,55:45:00,,,,,,,32.6097,44.0038
Reporter,Kermanshah University of Technology,Iran,"2,251",13.6,0%,38 : 62,,,,,,,34.3251,47.0964
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,Ukraine,455,5.5,1%,81:19:00,,,,,,,,
Reporter,Kadir Has University,Turkey,"4,896",23.5,3%,53:47:00,,,,,,,,
Reporter,Khazar University,Azerbaijan,"2,610",11.3,7%,54:46:00,,,,,,,40.3734,49.8333
Reporter,Khomein University of Medical Sciences,Iran,782,31.3,0%,48:52:00,,,,,,,33.6426,50.0779
Reporter,Khulna University,Bangladesh,"5,921",11.8,0%,41:59:00,,,,,,,22.8022,89.5339
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,"10,713",21.6,0%,41:59:00,,,,,,,28.3808,70.3744
Reporter,Khyber Medical University,Pakistan,"4,364",16.5,3%,40 : 60,,,,,,,33.9893,71.439
Reporter,Kings University,Nigeria,132,3.3,0%,42:58:00,,,,,,,,
Reporter,University of Kirkuk,Iraq,"22,867",24.8,0%,52:48:00,,,,,,,35.3951,44.3403
Reporter,Kitami Institute of Technology,Japan,"1,965",14.1,4%,0.602083333,,,,,,,43.8223,143.9054
Reporter,Kobe City University of Foreign Studies,Japan,"2,287",15.3,4%,67:33:00,,,,,,,34.68,135.0606
Reporter,Kobe Gakuin University,Japan,"11,557",34.3,2%,38 : 62,,,,,,,34.6641,135.0298
Reporter,Kocaeli Health and Technology University,Turkey,"2,784",31.6,4%,66:34:00,,,,,,,40.6983,29.8844
Reporter,Kokshetau State University,Kazakhstan,"7,047",11.3,5%,65:35:00,,,,,,,53.285,69.3696
Reporter,Konan Women’s University,Japan,"4,416",24.7,1%,100:00:00,,,,,,,34.7344,135.2883
Reporter,Konya Technical University,Turkey,"13,016",30.1,4%,26 : 74,,,,,,,38.0076,32.5187
Reporter,KTO Karatay University,Turkey,"8,370",26.2,3%,58:42:00,,,,,,,37.8643,32.5363
Reporter,Kyiv National Economic University,Ukraine,"10,585",9.4,2%,61:39:00,,,,,,,50.4565,30.4408
Reporter,Kyoai Gakuen University,Japan,"1,089",19.4,4%,66:34:00,,,,,,,,
Reporter,Kyrgyz-Turkish Manas University,Kyrgyzstan,"5,448",14.5,17%,72:28:00,,,,,,,42.8352,74.5753
Reporter,University of Laghouat,Algeria,"34,345",35.2,0%,51:49:00,,,,,,,33.796,2.8495
Reporter,Lagos State University,Nigeria,"28,289",37.1,0%,50:50:00,,,,,,,6.4697,3.2009
Reporter,Knowledge University,Iraq,"2,125",16.6,1%,47:53:00,,,,,,,36.1045,44.0277
Reporter,University of Lampung,Indonesia,"25,782",19.9,0%,50:50:00,,,,,,,-5.3642,105.2429
Reporter,Landmark University,Nigeria,"3,429",13.4,0%,34 : 66,,,,,,,8.1226,5.0828
Reporter,La Salle University,Colombia,"9,869",20.1,1%,55:45:00,,,,,,,40.039,-75.1558
Reporter,University of Las Américas (UDLA),Ecuador,"12,767",13.7,1%,54:46:00,,,,,,,19.0549,-98.2845
Reporter,Leeds Arts University,United Kingdom,"2,065",15.3,12%,76:24:00,,,,,,,53.8088,-1.5516
Reporter,Leeds Conservatoire,United Kingdom,"1,260",19.4,12%,33 : 67,,,,,,,53.7974,-1.5327
Reporter,Leeds Trinity University,United Kingdom,"3,230",24.8,9%,65:35:00,,,,,,,53.8483,-1.6453
Reporter,Koya University,Iraq,"4,536",9.4,1%,50:50:00,,,,,,,36.0976,44.654
Reporter,Lesya Ukrainka Volyn National University,Ukraine,"8,039",10.1,1%,68:32:00,,,,,,,,
Reporter,University of Liberal Arts Bangladesh,Bangladesh,"4,475",20.2,0%,49:51:00,,,,,,,23.7603,90.3491
Reporter,Liverpool Hope University,United Kingdom,"4,025",15.2,13%,67:33:00,,,,,,,53.3908,-2.8923
Reporter,Liverpool Institute for Performing Arts,United Kingdom,865,17.3,23%,57:43:00,,,,,,,53.3999,-2.9722
Reporter,Liverpool School of Tropical Medicine,United Kingdom,210,2.2,39%,65:35:00,,,,,,,53.4086,-2.9691
Reporter,The LNM Institute of Information Technology,India,"2,136",22.3,0%,0.765972222,,,,,,,26.9363,75.9235
Reporter,Loei Rajabhat University,Thailand,"7,433",19.6,0%,70:30:00,,,,,,,17.5402,101.7203
Reporter,London Business School,United Kingdom,"1,995",18.1,91%,38 : 62,,,,,,,51.5262,-0.1607
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,825,1.8,62%,70:30:00,,,,,,,51.5209,-0.1303
Reporter,London Metropolitan University,United Kingdom,"8,260",21.5,45%,66:34:00,,,,,,,51.5526,-0.1113
Reporter,University of Los Lagos,Chile,"5,567",16.6,0%,58:42:00,,,,,,,-40.5868,-73.0894
Reporter,Universidad Loyola,Spain,"3,319",13.3,4%,65:35:00,,,,,,,41.9984,-87.6569
Reporter,Malawi University of Science and Technology (MUST),Malawi,"2,356",12.3,0%,28 : 72,,,,,,,-15.902,35.2168
Reporter,Management Development Institute (MDI),India,982,12.8,0%,0.929861111,,,,,,,28.474,77.0575
Reporter,Marian College Kuttikkanam (Autonomous),India,"1,755",17.0,0%,52:48:00,,,,,,,,
Reporter,Maritime University of Szczecin,Poland,"2,559",24.7,13%,26 : 74,,,,,,,53.4289,14.5636
Reporter,University of Mascara,Algeria,"21,682",12.0,0%,61:39:00,,,,,,,35.4144,0.129
Reporter,Universidad Mayor,Chile,"20,330",11.0,2%,57:43:00,,,,,,,-33.4213,-70.605
Reporter,University of Medellín,Colombia,"9,371",17.6,2%,54:46:00,,,,,,,6.2316,-75.61
Reporter,Meikai University,Japan,"4,326",16.1,17%,43:57:00,,,,,,,35.645,139.9202
Reporter,Michael and Cecilia Ibru University,Nigeria,405,6.9,0%,41:59:00,,,,,,,5.5377,6.0609
Reporter,"Michael Okpara University of Agriculture, Umudike",Nigeria,"23,198",21.7,0%,41:59:00,,,,,,,5.4807,7.5457
Reporter,Middle Technical University,Iraq,"37,101",26.7,0%,45:55:00,,,,,,,33.3195,44.3664
Reporter,Mindanao State University – Iligan Institute of Technology,Philippines,"9,348",18.6,0%,60:40:00,,,,,,,8.2398,124.2448
Reporter,MIOTI Tech and Business School,Spain,115,38.3,9%,31 : 69,,,,,,,,
Reporter,Mirpur University of Science and Technology,Pakistan,"7,544",19.8,0%,44:56:00,,,,,,,33.1495,73.745
Reporter,University of Misan,Iraq,"11,855",15.0,0%,51:49:00,,,,,,,31.8163,47.1748
Reporter,Misr University for Science and Technology,Egypt,"24,742",18.8,6%,47:53:00,,,,,,,29.9966,30.9654
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,"3,999",20.1,0%,31 : 69,,,,,,,28.3714,79.4568
Reporter,M. Kumarasamy College of Engineering,India,"3,772",11.7,0%,27 : 73,,,,,,,,
Reporter,"MNS University of Agriculture, Multan",Pakistan,"3,266",23.5,0%,0.970833333,,,,,,,30.1475,71.4436
Reporter,Modern University for Business and Science,Lebanon,"1,896",16.9,31%,47:53:00,,,,,,,33.8743,35.518
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,"18,000",30.9,0%,100:00:00,,,,,,,,
Reporter,Universidad Monteávila,Venezuela,"1,054",5.7,0%,71:29:00,,,,,,,10.5027,-66.8177
Reporter,University of Monterrey,Mexico,"10,814",31.2,1%,61:39:00,,,,,,,25.661,-100.4202
Reporter,October University for Modern Sciences and Arts (MSA),Egypt,"12,444",11.4,2%,50:50:00,,,,,,,,
Reporter,Muban Chombueng Rajabhat University,Thailand,"4,951",17.9,0%,62:38:00,,,,,,,13.6215,99.5889
Reporter,Mukogawa Women’s University,Japan,"8,394",26.4,0%,100:00:00,,,,,,,34.7172,135.3745
Reporter,Mulungushi University,Zambia,"6,988",54.6,0%,41:59:00,,,,,,,-14.4485,28.4456
Reporter,Mutah University,Jordan,"11,486",16.1,15%,46:54:00,,,,,,,31.0937,35.7174
Reporter,Universidad Nacional de Chimborazo,Ecuador,"8,478",14.7,1%,57:43:00,,,,,,,,
Reporter,Universidad Nacional de Itapúa,Paraguay,"5,595",5.3,0%,59:41:00,,,,,,,-26.5192,-55.2671
Reporter,Nagoya University of Commerce & Business,Japan,"3,549",29.9,8%,25 : 75,,,,,,,,
Reporter,Najran University,Saudi Arabia,"17,967",16.9,1%,69:31:00,,,,,,,17.6339,44.5322
Reporter,Nakhchivan State University,Azerbaijan,"7,620",14.1,20%,46:54:00,,,,,,,39.2253,45.4033
Reporter,Namangan Engineering Construction Institute,Uzbekistan,"3,881",11.8,0%,0.806944444,,,,,,,,
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,"5,784",18.1,0%,0.929861111,,,,,,,,
Reporter,Namangan State University,Uzbekistan,"20,636",31.9,0%,66:34:00,,,,,,,41.0026,71.6746
Reporter,Nara Institute of Science and Technology,Japan,"1,043",5.1,24%,1.011805556,,,,,,,34.7326,135.734
Reporter,Nara Women’s University,Japan,"2,612",6.2,5%,100:00:00,,,,,,,34.6879,135.8294
Reporter,National Aviation University,Ukraine,"14,239",10.9,5%,39 : 61,,,,,,,50.4401,30.4299
Reporter,National University of Computer and Emerging Sciences,Pakistan,"8,291",14.8,2%,0.970833333,,,,,,,33.6565,73.0154
Reporter,National Film and Television School,United Kingdom,395,7.2,42%,50:50:00,,,,,,,51.6054,-0.6383
Reporter,National University of Medical Sciences (NUMS),Pakistan,"1,654",5.0,0%,72:28:00,,,,,,,33.598,73.0427
Reporter,National University of Mongolia,Mongolia,"18,647",26.5,2%,60:40:00,,,,,,,47.923,106.9189
Reporter,National University Odessa Law Academy,Ukraine,"10,503",17.7,1%,60:40:00,,,,,,,46.4423,30.7477
Reporter,The National University of Ostroh Academy,Ukraine,"3,432",8.8,1%,57:43:00,,,,,,,,
Reporter,National Polytechnic University of Armenia,Armenia,"5,742",8.7,2%,0.888888889,,,,,,,40.1903,44.5222
Reporter,National University of Quilmes,Argentina,"33,703",27.3,2%,57:43:00,,,,,,,-34.7065,-58.2784
Reporter,"National University of Science and Technology, Oman",Oman,"3,986",18.8,14%,63:37:00,,,,,,,,
Reporter,"National University, Sudan",Sudan,"5,132",12.3,6%,60:40:00,,,,,,,15.526,32.589
Reporter,National Taichung University of Science and Technology,Taiwan,"15,512",14.9,1%,70:30:00,,,,,,,24.1497,120.6838
Reporter,National Transport University,Ukraine,"7,262",11.5,2%,31 : 69,,,,,,,50.44,30.55
Reporter,National University of Water and Environmental Engineering,Ukraine,"4,344",9.8,3%,34 : 66,,,,,,,50.618,26.2587
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,"5,067",8.1,10%,49:51:00,,,,,,,,
Reporter,Navoi State Pedagogical Institute,Uzbekistan,"12,791",26.4,0%,72:28:00,,,,,,,40.0854,65.3837
Reporter,Universitas Negeri Surabaya,Indonesia,"29,840",24.5,0%,64:36:00,,,,,,,-7.3005,112.6726
Reporter,Newman University,United Kingdom,"2,325",17.9,12%,76:24:00,,,,,,,-31.924,115.7858
Reporter,Niger Delta University,Nigeria,"20,608",25.9,0%,45:55:00,,,,,,,4.9747,6.1046
Reporter,"Nigerian Police Academy, Wudil",Nigeria,"3,087",21.9,0%,0.725,,,,,,,,
Reporter,Nihon Pharmaceutical University,Japan,"1,618",18.4,4%,48:52:00,,,,,,,35.9897,139.6165
Reporter,Niigata University of Health and Welfare,Japan,"4,410",17.2,0%,51:49:00,,,,,,,37.9656,139.1874
Reporter,University of Niigata Prefecture,Japan,"1,196",14.8,1%,76:24:00,,,,,,,37.9234,139.127
Reporter,Nile University,Egypt,"2,168",14.4,2%,28 : 72,,,,,,,30.0122,30.9869
Reporter,Ninevah University,Iraq,"3,707",13.6,0%,42:58:00,,,,,,,36.3297,43.151
Reporter,Nitte (Deemed to be University),India,"4,408",7.7,1%,65:35:00,,,,,,,12.8076,74.8883
Reporter,University of Northampton,United Kingdom,"9,945",16.9,33%,64:36:00,,,,,,,52.2305,-0.887
Reporter,Northeast Ohio Medical University,United States,955,11.8,0%,54:46:00,,,,,,,41.1039,-81.244
Reporter,Northern Technical University,Iraq,"21,400",27.5,0%,48:52:00,,,,,,,,
Reporter,Norwich University of the Arts,United Kingdom,"2,290",15.8,13%,61:39:00,,,,,,,52.6303,1.2967
Reporter,University of Nova Gorica,Slovenia,416,3.5,54%,48:52:00,,,,,,,45.9423,13.6395
Reporter,Novena University,Nigeria,"1,981",25.4,0%,42:58:00,,,,,,,5.7501,6.2063
Reporter,Nursing School of Coimbra,Portugal,"2,138",23.0,7%,85:15:00,,,,,,,,
Reporter,October 6 University,Egypt,"25,927",20.8,3%,49:51:00,,,,,,,29.977,30.9464
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,"2,223",13.2,0%,52:48:00,,,,,,,,
Reporter,Olusegun Agagu University of Science and Technology,Nigeria,"6,474",29.4,0%,28 : 72,,,,,,,6.4536,4.7728
Reporter,ORT Uruguay University,Uruguay,"4,151",6.7,2%,47:53:00,,,,,,,-34.9038,-56.1906
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,"4,106",11.8,0%,38 : 62,,,,,,,,
Reporter,Palestine Polytechnic University,Palestine,"4,812",27.0,3%,55:45:00,,,,,,,31.5067,35.0903
Reporter,Palestine Technical University – Kadoorie,Palestine,"7,013",18.3,4%,59:41:00,,,,,,,32.3194,35.024
Reporter,Panteion University of Social and Political Sciences,Greece,"12,615",62.5,2%,52:48:00,,,,,,,37.9596,23.719
Reporter,Paris University of International Education,France,445,29.7,100%,32 : 68,,,,,,,,
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,"9,149",17.5,2%,32 : 68,,,,,,,48.7493,30.2238
Reporter,University of Petra,Jordan,"6,538",19.9,21%,57:43:00,,,,,,,31.8927,35.8747
Reporter,Pharos University,Egypt,"11,106",14.1,6%,49:51:00,,,,,,,31.2058,29.9603
Reporter,University of Phayao,Thailand,"18,057",20.7,0%,68:32:00,,,,,,,19.0284,99.8962
Reporter,Philadelphia University (Jordan),Jordan,"3,615",20.1,36%,41:59:00,,,,,,,32.1648,35.8514
Reporter,Plymouth Marjon University,United Kingdom,"1,845",18.5,3%,61:39:00,,,,,,,50.4201,-4.11
Reporter,Polytechnic University of Tirana,Albania,"8,591",16.2,2%,,,,,,,,41.3168,19.8216
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,"3,812",5.8,0%,51:49:00,,,,,,,,
Reporter,Polytechnic Institute of Setúbal,Portugal,"7,829",17.3,6%,54:46:00,,,,,,,38.5221,-8.8388
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,"11,279",16.1,1%,60:40:00,,,,,,,19.048,-98.2132
Reporter,Prefectural University of Hiroshima,Japan,"2,623",12.3,2%,65:35:00,,,,,,,34.3666,132.4696
Reporter,Prince Sultan University (PSU),,"4,772",19.4,15%,56:44:00,,,,,,,24.7361,46.7013
Reporter,"University of Professional Studies, Accra",Ghana,"14,017",39.8,0%,46:54:00,,,,,,,,
Reporter,University of Puthisastra,Cambodia,"1,649",2.9,0%,55:45:00,,,,,,,,
Reporter,Queen Margaret University,United Kingdom,"3,905",20.6,31%,77:23:00,,,,,,,55.9308,-3.0736
Reporter,Rajamangala University of Technology Isan,Thailand,"24,166",9.5,0%,46:54:00,,,,,,,14.9875,102.118
Reporter,Ravensbourne,United Kingdom,"2,375",22.6,30%,50:50:00,,,,,,,-27.3527,152.165
Reporter,Rawalpindi Medical University,Pakistan,"3,304",8.4,1%,69:31:00,,,,,,,33.6023,73.069
Reporter,Rennes School of Business,France,"3,098",31.3,33%,50:50:00,,,,,,,48.1278,-1.6923
Reporter,REVA University,India,"13,467",21.3,1%,33 : 67,,,,,,,13.1169,77.6346
Reporter,Rose Bruford College,United Kingdom,655,18.7,18%,60:40:00,,,,,,,51.4388,0.1077
Reporter,Royal Agricultural University,United Kingdom,"1,015",20.3,14%,51:49:00,,,,,,,51.7105,-1.995
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,"1,035",15.9,36%,68:32:00,,,,,,,51.5443,-0.1743
Reporter,Royal College of Art,United Kingdom,"2,405",20.9,77%,69:31:00,,,,,,,51.5011,-0.1793
